hypothesis,premise,s1,s2,label,contradiction_severity_score,reviewer1_label,reviewer1_score,reviewer2_label,reviewer2_score,reviewer3_label,reviewer3_score,annotator_agreement
moreover this paper clearly explains and motivated the formulation of the new optimization algorithm and provides convincing theoretical justification of the methodology .,i do agree that 2 has indeed a different motivation but i actually would have loved to see a discussion on the resulting approach .,negative,positive,1,5,1,5,1,5,1,5,TRUE
most importantly these two theoretical results do no appear to suggest genuinely new approaches to permutation-invariant data processing in neural networks .,my best guess is that the proofs are novel and im fairly confident theyre novel to the machine learning or at least deep learning community .,positive,negative,1,5,1,5,1,5,1,5,TRUE
most of the paper is clear and easy to follow .,the reviewer found it hard to understand the core ideas of the paper and follow the mathematical derivations .,negative,positive,1,3,1,3,1,3,1,3,TRUE
my biggest concern is about its practical usefulness .,quality .the quality of this paper is good .,positive,negative,0,0,0,0,0,2,0,-1,FALSE
my high-level opinion is i think it 's a neat idea that makes a valiant effort to take a principle approach on mtl .,originality it is an incremental work with limited novelty .,negative,positive,1,5,1,5,1,5,1,5,TRUE
my main gripe is that the clarity is n't great .,the work is well motivated and clearly presented .,positive,negative,1,4,1,4,1,4,1,4,TRUE
my main problem with the paper is motivation .,it is not clear how useful these results will be in the near term in practice but still they are theoretically important and provide good leads for future work .,positive,negative,0,0,0,0,0,0,0,0,TRUE
my major concern is that the experiments are not sufficient convincing .,i think having the option of restoring the pruned connections is a very good idea and apparently it works well on the experimented benchmarks .,positive,negative,0,-1,0,-1,0,0,0,1,FALSE
my major concern is that the paper including the motivation and illustrative example are too similar to previous work 1-2 .,the exploration on the layer division is really insightful .,positive,negative,0,-1,0,-1,0,1,0,0,FALSE
my overall score is due to the fact that in my view the organisation of the paper is not clear .,clarity -- -- -- -- - the paper is very well-written and clear .,positive,negative,1,4,1,4,1,4,1,4,TRUE
my score does not change since the proposed method does not seem to improve much compared to a simple weight decay baseline l2 regularization .,overall feedback i found the paper is well motivated and the proposed approach to be interesting .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
negative - figure 2 what is the reward here,clarity the paper is clear in general .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
neither the algorithm not its analysis which does not seem to contain any striking new ideas are well explained in the paper .,in the present paper the authors propose an algorithm that does not require knowledge of v t and has regret of order o t 0.771 t 0.82 v t 0.18 .i found the paper quite interesting and the analysis novel .,positive,negative,1,4,1,4,1,4,1,4,TRUE
nevertheless i found the paper rather clearly written and rigorous in the formulation .,clarity at least for someone not familiar with the oom methods before the paper was really difficult to read as the foundations of the methods were not presented .,negative,positive,0,-1,0,-1,0,-1,0,-1,TRUE
new and large dataset novel algorithm well written - no evaluation of dataset - virtually no evaluation of algorithm - no baselines or comparison the paper is well written and easy to follow .,- intensive experiments to validate the performance .,positive,negative,1,5,1,5,1,5,1,5,TRUE
next i will provide a few comments which can improve the quality of this paper related work there are several related works which are missing from this manuscript 1 .,i believe related work is adequately cited .,positive,negative,0,-1,0,-1,0,-1,0,-1,TRUE
no new reinforcement learning method is introduced .,the paper presents a novel reinforcement adversarial learning approach for image enhancement .,positive,negative,1,4,1,4,1,4,1,4,TRUE
no new reinforcement learning method is introduced .,the overall strategy is very interesting the formulation of the solution is sound and the results show consistent improvements over baseline methods .,positive,negative,1,5,1,5,1,5,1,5,TRUE
novelty a different view on iwae-stl and iwae-dreg is interesting and novel as mentioned above .,unfortunately the sole novelty in this paper is a new justification for the stl estimator .,negative,positive,1,5,1,5,1,5,1,5,TRUE
novelty a different view on iwae-stl and iwae-dreg is interesting and novel as mentioned above .,the presentation while thorough is not novel or particularly clear .,negative,positive,1,5,1,5,1,5,1,5,TRUE
novelty and originality the oracle with epiphany model is new to me and i think it is interesting .,in my opinion the contributions in both theoretical techniques and algorithmic ideas of the paper are quite minimal .,negative,positive,1,4,1,4,1,4,1,4,TRUE
novelty originality the paper proposes a novel method for multi-metric learning .,it seems to me that the submitted paper is very similar to ref a see questions below that already proposed to tackle similar types of problems in the context of multi-modal data e.g .multi-media data that can be represented with audio video and text description .,negative,positive,1,4,1,4,1,4,1,4,TRUE
